번호,출처,지역,업종,상호명,주메뉴,주소,연락처,소개,
255,외국인편의음식점,부여,한식,백제의집,"연잎밥, 소부리연잎밥, 소부리연정식, 오리 연잎밥",충남 부여군 부여읍 성왕로 248,041-834-1212,연잎밥은 예전부터 사찰음식으로 널리 알려져 왔다. 요즘은 현대인의 웰빙 음식으로 주목받고 있으며 영양만점 한 끼 식사로도 아주 좋다. 연잎밥은 철분과 비타민이 많이 들어있어 피로회복과 노화방지에 탁월하다고 하며 여러가지고 명을 넣고 찰밥을 연잎에 싸서 찌어낸 음식으로 그 정성만으로도 최고의 향토음식이다.,
256,외국인편의음식점,부여,한식,하늘채,"약선한정식, 약선송이밥, 백련냉채",충남 부여군 부여읍 계백로 397,041-834-2227,"백제의 맛과 향 ! 약선정식으로 환생하다!
백제인삼을 주재료로 하고 부여굿뜨래 8미(밤, 양송이, 표고, 방울 토마토) 등의 지역특산물을 활용하여 만든 건강식 약선정식이다. 약선송이밥, 백련냉채, 마연찹쌀구이, 연잎떡갈비, 산야초삼합 등 백제의 맛과 향을 현대에 맞게 살려낸 요리로 천하일품이다. 향토 특색음식 경연대회에서 대상을 수상한 경력이 있다.",
257,외국인편의음식점,부여,양식,솔내음레스토랑,"솔내음정식, 안심스테이크, 크림파스타",충남 부여군 부여읍 나루터로 39 ,041-836-0116,천 그루의 소나무로 지은 통나무집이란 특색을 알리기 위해 솔내음의 건축과정을 사진과 함께 설명을 곁들어 자세히 보여주고 있는 레스토랑 으로 편안한 분위기 속에서 온가족이 함께 식사 를 즐길 수 있는 곳이다. 우리 고유의 전통건축 양식과 통나무집을 접목시킨 솔내음은 부담 없 이 즐길 수 있는 양식요리를 선보이고 있으며 2층에 라이브 무대를 설치하여 저녁시간이면 통 기타 가수들의 노래와 색소폰 라이브연주도 즐 길수있다.,
258,외국인편의음식점,부여,일식,남태평양회타운,"광어, 도미, 우럭, 농어, 대구 뽈탕, 매운탕",충남 부여군 부여읍 성왕로 160-38 ,041-836-7221,금방이라도 바다로 뛰어들듯 싱싱한 활어는 단골고객들로부터 꾸준한 사랑을 받고 있다. 너무 푸짐하고 저렴하여 회를 좋아하는 사람들 사이에 입소문이 자자하다. 다양한 종류의 밑반찬 때문에 회를 잘못드시는 아이나 어른들에게도 충분히 어필을 할 수 있는 부여의 대표 맛집이다.,
259,외국인편의음식점,부여,한식,나루터식당,"나루터정식, 장어구이, 매운탕",충남 부여군 부여읍 나루터로 37,041-834-6622,"41년 전통의 맛집 장어구이가 일품인 나루터
부여의 명소 낙화암 아래 자리 잡고 있는 장어구이·매운탕 전문점이다. 2대째이어온 장수맛집으로 부여를 찾는 단체관광객들은 꼭 이곳을 지나기 때문에 언제나 자리가 꽉 찬다. 장어는 직접 불판에 구워 1인분씩 내주는데 다먹을때까지 식지않아 끝까지 맛있게 먹을 수 있으며 매운탕도 토속적이면서 깊은 맛이 일품이다.",
260,외국인편의음식점,부여,한식,향우정,"불고기정식, 갈비찜정식, 연잎밥",충남 부여군 부여읍 나루터로 33 ,041-835-0085,"백마강 구드래 조각공원의 입구에 위치하고 있으며 백제의 향기를 물씬 풍기는 향우정. 음식의 맛이란, 재료 고유의 특성을 살리는데 있으며 그 특성을 정직하게 지키며 요리한다는 철학을 지닌 식당이다. 부여에서 생산되는 쌀과 각종 산나물로 반찬을 만들고 있으며 한우 암소만을 사용하여 어머님의 옛 손맛을 그대로 느낄 수 있다.",
261,외국인편의음식점,부여,한식,구드래황토정,"한우암소구이, 찜갈비, 꽃등심, 살치살",충남 부여군 규암면 백제문로 30,041-834-6263,"참숯으로 구워먹는 고소한 한우의 맛!
백마강변에 넓고 웅장한 전통한옥 황토정은 최상의 육질을 자랑하는 1등급 이상의 한우암소만을 선별하여 저온숙성시킨 부여의 대표 한우명가이다. 부드러운 곳만 따로 골라낸 꽃등심은 고소한 한우암소의 깊은 감칠맛이 살아 있으며 입안에서 부드럽게 녹는 그 맛은 일품이다.",
262,외국인편의음식점,부여,한식,메밀꽃필무렵,"메밀막국수, 메밀묵밥, 닭백숙",충남 부여군 부여읍 북포로 98,041-837-0806,"메밀꽃 필 무렵에서 먹은 연잎밥과 메밀국수의 깔끔하고 시원한 맛은 색다름을 느끼기에 충분하다. 특히 조미료를 넣지 않은 나물이 정말 맛있는 집이다. 한옥과 함께 아담한 담, 그리고 초원위에 놓인 듯한 풍경이 그림과도 같은 곳이다.",
263,외국인편의음식점,홍성,한식,만섬,"한정식, 한우구이",충남 홍성읍 내포리 251길 26,041-634-6430,"만섬은 꽃과 바람과 새들, 그리고 아름다운 사람들이 휴식하고 재충전 할 수 있는 편안한 공간이다. 신선한 식재료와 제철음식을 선보이는 홍성 최고의 맛집으로 한우생고기 한정식 전문식당이다. 엄선된 한우고기만을 제공하며 푸짐하고 깔끔한 상차림은 홍성여행의 즐거움을 더한다.",
264,외국인편의음식점,홍성,한식,예당큰집,"한정식 사또상, 한정식 왕비상, 한정식 수라상",충남 홍성군 장곡면 무한로 957-18,041-642-3833,"한국전통의맛과멋이살아있는곳
예당큰집은 조선 정조 말에 고을원님이 살았던 고택이라고 한다. 이 한옥을 보수공사를 통해 지금의 모습을 갖추게 되었다. 요리에 사용되는 모든 야채는 직접 재배하고 조미료는 전혀 쓰지 않는다. 닭과 돼지 등도 직접 기른것으로 사용해 우리 전통의 한정식을 제대로 맛볼 수 있다.",
265,외국인편의음식점,홍성,한식,산울림,"가마솥 손두부, 두부보쌈, 두부전골",충남 홍성군 홍북면 이응노로 255,041-633-9601,"수려한 주변 경관을 배경으로 조용한 분위기에서 식사를 할 수 있는 곳이다. 두부요리 전문식당 으로 용봉산 입구에 위치하고 있다. 산울림을 찾으면 각종 두부요리와 구수한 우리차, 우리술을 맛볼 수 있으며 또한 두부만들기를 체험 할 수 있다. 100% 우리콩으로 옛 전통가마솥에 끓여 만들어 두부의 구수한맛을 제대로 느낄 수 있다.",
266,외국인편의음식점,홍성,일식,송정일식,"송정스페셜, 참치스페셜",충남 홍성군 홍성읍 홍덕서로 24-20,041-631-6944,"싱싱하고 맛깔스러운 정통일식요리
산지에서 직송되는 활어는 항상 최상품으로 신선함을 잃지 않고 있으며 일본전통 방식과 퓨전요리를 겸비하고 있다. 무엇보다 친절한 서비스가 일품이며 항상 손님들의 발길이 끊이지 않고 있다.",
267,외국인편의음식점,홍성,한식,한우본,한우 생등심 정식,충남 홍성군 홍성읍 문화로72번길 29,041-634-2292,100% 국내산 한우만을 이용하여 먹기 직전 바로 바로 요리해내는 한우 한정식집이다. 고기 와 같이 나오는 상차림 또한 깔끔하고 정갈하여 보기만 해도 입가에 미소가 번질정도. 고기 냄새가 없고 육질이 부드러워 다른곳에서 경험 해 보지 못한 새로운 맛의 세계에 빠져들게 될 것이다.,
268,외국인편의음식점,홍성,한식,한우마을,"생갈비, 생등심",충남 홍성군 홍성읍 내포로156 번길 36,041-631-8892,"최고 등급만이 낼수있는 육질을 자랑하는 한우갈비의 진수
한우는 여러 등급으로 구별되는데 시중에서 1등급, 2등급, 3등급 등을 사용하는 다른집들과는 달리 이집은 1+, 1++의 최고급 한우 암소만을 엄선하여 사용하며 육질이 부드럽고 씹는 맛이 일품 이다.",
269,외국인편의음식점,홍성,한식,홍성한우프라자,"홍성한우 불고기, 육회비빔밥, 갈비탕",충남 홍성군 홍북면 용봉산 2길 10,041-631-5878,"맛을 뛰어넘는 서비스로 보답하는 곳
전국의 등산 애호가들이 몰려드는 용봉산. 바로 그 밑자락에 위치한 이곳은 한우를 직접 살 수 있는 판매점과 맛을 볼수 있는 식당이 한자리에 마련되 있다. 등심, 생갈비, 육회, 특수부위는 기본이 고 곰탕과 불고기까지 맛이 좋기로 유명한 집이다. 천혜의 자연 환경에서 나오는 오염되지 않은 깨끗한 지하수와 생산에서 사육까지 동일한 사육 방법, 그리고 출하에서 유통까지 안정성을 확보 하는 점이 인기비결이다.",
270,외국인편의음식점,홍성,한식,서부농협 홍성한우전문식당,"꽃등심, 불고기전골",충남 홍성군 서부면 서부로 777,041-633-8553,"최상등급 한우의 참맛을 그대로 살려낸 한우전문점
홍성한우는 홍성군에서 추진하는 대표브랜드로 브랜드사업단에서 생산되는 우수한 품질의 한우만을 선별하여(1등급, 1+, 1++) 소비자에게 최고 육질의 소고기를 제공하고 있으며 무항생제 인 증점이다.",
271,외국인편의음식점,홍성,한식,마중,"모듬버섯샤브, 영양돌솥밥",충남 홍성군 홍성읍 조양로143번길 25,041-631-4560,"건강을 먼저 생각한 풍성한 버섯 샤브샤브
정갈하고 맛깔스런 한정식을 코스로 내는 마중은 시원하고 담백 한 육수에 신선한 버섯과 소고기가 소스와 함께 어우러져 독특한 감칠맛을 느낄 수 있다. 그리고 영양돌솥밥을 곁들여 건강까지 돌 볼 수 있는 진정한 참살이 식단이다.
",
